"User_ID sorted by SD","Ensembl_gene_id","symbol","C_1","C_2","S_1","S_2"
" ENSG00000272870","ENSG00000272870","  SAP30-DT;",15,18,177,174
" ENSG00000111206","ENSG00000111206","  FOXM1;FOXM1",321,359,2438,2443
" ENSG00000134222","ENSG00000134222","  PSRC1;PSRC1",189,182,1363,1361
" ENSG00000205611","ENSG00000205611","  LINC01597;",0,1,64,63
" ENSG00000182718","ENSG00000182718","  ANXA2;ANXA2",55821,55327,7946,7879
" ENSG00000145425","ENSG00000145425","  RPS3A;RPS3A",1828,1520,11877,11531
" ENSG00000119203","ENSG00000119203","  CPSF3;CPSF3",720,714,5102,5071
" ENSG00000157782","ENSG00000157782","  CABP1;CABP1",3,1,74,73
" ENSG00000137675","ENSG00000137675","  MMP27;MMP27",75,45,0,0
" ENSG00000005961","ENSG00000005961","  ITGA2B;ITGA2B",7,17,136,136
" ENSG00000119787","ENSG00000119787","  ATL2;ATL2",444,499,3374,3330
" ENSG00000181195","ENSG00000181195","  PENK;PENK",55,65,0,0
" ENSG00000256947","ENSG00000256947","  ;",69,79,2,2
" ENSG00000250320","ENSG00000250320","  EDIL3-DT;",0,0,64,56
" ENSG00000101187","ENSG00000101187","  SLCO4A1;SLCO4A1",147,167,1155,1154
" ENSG00000151929","ENSG00000151929","  BAG3;BAG3",2529,2545,355,353
" ENSG00000273297","ENSG00000273297","  ;",19,33,231,233
" ENSG00000144893","ENSG00000144893","  MED12L;MED12L",11,8,127,124
" ENSG00000170175","ENSG00000170175","  CHRNB1;CHRNB1",67,84,593,570
" ENSG00000124207","ENSG00000124207","  CSE1L;CSE1L",967,1241,7659,7650
" ENSG00000110958","ENSG00000110958","  PTGES3;PTGES3",1383,1545,10252,10256
" ENSG00000115896","ENSG00000115896","  PLCL1;PLCL1",19,18,187,191
" ENSG00000113569","ENSG00000113569","  NUP155;NUP155",523,535,3764,3742
" ENSG00000179988","ENSG00000179988","  PSTK;PSTK",98,100,752,750
" ENSG00000198924","ENSG00000198924","  DCLRE1A;DCLRE1A",174,199,1359,1353
" ENSG00000163104","ENSG00000163104","  SMARCAD1;SMARCAD1",595,734,4658,4635
" ENSG00000005471","ENSG00000005471","  ABCB4;ABCB4",31,39,302,301
" ENSG00000234996","ENSG00000234996","  ;",6,3,90,90
" ENSG00000228714","ENSG00000228714","  ;",51,75,1,0
" ENSG00000122359","ENSG00000122359","  ANXA11;ANXA11",9665,9819,1387,1393
" ENSG00000138018","ENSG00000138018","  SELENOI;SELENOI",565,604,4142,4108
" ENSG00000183378","ENSG00000183378","  OVCH2;OVCH2",75,44,0,0
" ENSG00000120158","ENSG00000120158","  RCL1;RCL1",213,155,1315,1303
" ENSG00000161036","ENSG00000161036","  LRWD1;LRWD1",388,373,2690,2719
" ENSG00000272888","ENSG00000272888","  LINC01578;",6,26,137,149
" ENSG00000100344","ENSG00000100344","  PNPLA3;PNPLA3",1154,953,143,143
" ENSG00000266066","ENSG00000266066","  POLRMTP1;",0,0,57,62
" ENSG00000234296","ENSG00000234296","  ;",0,0,61,58
" ENSG00000198363","ENSG00000198363","  ASPH;ASPH",21044,20474,2976,2981
" ENSG00000104213","ENSG00000104213","  PDGFRL;PDGFRL",771,779,105,101
" ENSG00000136014","ENSG00000136014","  USP44;USP44",21,34,244,241
" ENSG00000205795","ENSG00000205795","  CYS1;CYS1",331,288,36,36
" ENSG00000188295","ENSG00000188295","  ZNF669;ZNF669",87,80,639,638
" ENSG00000163874","ENSG00000163874","  ZC3H12A;ZC3H12A",663,692,90,88
" ENSG00000124795","ENSG00000124795","  DEK;DEK",1447,1799,11189,11196
" ENSG00000133101","ENSG00000133101","  CCNA1;CCNA1",5,7,100,101
" ENSG00000271122","ENSG00000271122","  ;",67,54,481,468
" ENSG00000146731","ENSG00000146731","  CCT6A;CCT6A",2476,2566,17552,17497
" ENSG00000087589","ENSG00000087589","  CASS4;CASS4",78,96,4,4
" ENSG00000188760","ENSG00000188760","  TMEM198;TMEM198",125,118,897,904
" ENSG00000188760","ENSG00000188760","  TMEM198;MGC99813",125,118,897,904
" ENSG00000144724","ENSG00000144724","  PTPRG;PTPRG",1586,1761,232,234
" ENSG00000025772","ENSG00000025772","  TOMM34;TOMM34",2,4,87,72
" ENSG00000135951","ENSG00000135951","  TSGA10;TSGA10",12,44,207,202
" ENSG00000130066","ENSG00000130066","  SAT1;SAT1",719,637,93,86
" ENSG00000178053","ENSG00000178053","  MLF1;MLF1",93,86,678,678
" ENSG00000053108","ENSG00000053108","  FSTL4;FSTL4",0,1,65,60
" ENSG00000227632","ENSG00000227632","  ;",0,1,60,65
" ENSG00000177182","ENSG00000177182","  CLVS1;CLVS1",19,7,130,146
" ENSG00000142279","ENSG00000142279","  WTIP;WTIP",928,960,128,128
" ENSG00000034053","ENSG00000034053","  APBA2;APBA2",572,560,3988,3951
" ENSG00000287126","ENSG00000287126","  ;",34,33,290,291
" ENSG00000114107","ENSG00000114107","  CEP70;CEP70",105,145,902,901
" ENSG00000258748","ENSG00000258748","  ;",0,4,74,67
" ENSG00000275322","ENSG00000275322","  ;",68,50,0,0
" ENSG00000198832","ENSG00000198832","  SELENOM;SELENOM",3370,3497,490,488
" ENSG00000182173","ENSG00000182173","  TSEN54;TSEN54",310,189,1681,1679
" ENSG00000149591","ENSG00000149591","  TAGLN;DKFZp686P11128",11187,9973,1539,1517
" ENSG00000149591","ENSG00000149591","  TAGLN;TAGLN",11187,9973,1539,1517
" ENSG00000251191","ENSG00000251191","  LINC00589;",1,2,68,70
" ENSG00000288690","","",4,11,104,107
" ENSG00000213859","ENSG00000213859","  KCTD11;KCTD11",193,215,18,25
" ENSG00000150672","ENSG00000150672","  DLG2;DLG2",28,62,330,332
" ENSG00000138074","ENSG00000138074","  SLC5A6;SLC5A6",542,423,3348,3306
" ENSG00000262655","ENSG00000262655","  SPON1;SPON1",142,99,9,9
" ENSG00000232000","ENSG00000232000","  CLCN3P1;",105,109,799,788
" ENSG00000236548","ENSG00000236548","  RNF217-AS1;",55,62,0,0
" ENSG00000237361","ENSG00000237361","  TUSC8;",0,0,59,58
" ENSG00000172336","ENSG00000172336","  POP7;POP7",253,227,1705,1690
" ENSG00000170775","ENSG00000170775","  GPR37;GPR37",8,2,90,87
" ENSG00000280433","ENSG00000280433","  ;",2,8,90,87
" ENSG00000189410","ENSG00000189410","  SH2D5;SH2D5",533,515,68,68
" ENSG00000140350","ENSG00000140350","  ANP32A;ANP32A",1499,1427,10166,9967
" ENSG00000170144","ENSG00000170144","  HNRNPA3;HNRPA3",3393,3126,22385,22266
" ENSG00000170144","ENSG00000170144","  HNRNPA3;HNRNPA3",3393,3126,22385,22266
" ENSG00000177738","ENSG00000177738","  ;",267,260,29,31
" ENSG00000158560","ENSG00000158560","  DYNC1I1;DYNC1I1",4,6,92,92
" ENSG00000158560","ENSG00000158560","  DYNC1I1;DNCI1",4,6,92,92
" ENSG00000182141","ENSG00000182141","  ZNF708;ZNF708",61,50,438,430
" ENSG00000164087","ENSG00000164087","  POC1A;POC1A",146,119,959,949
" ENSG00000188681","ENSG00000188681","  TEKT4P2;",39,26,273,273
" ENSG00000259345","ENSG00000259345","  ;",55,75,1,1
" ENSG00000285922","ENSG00000285922","  ;",3,0,67,67
" ENSG00000162757","ENSG00000162757","  C1orf74;C1orf74",32,24,250,242
" ENSG00000162757","ENSG00000162757","  C1orf74;URLC4",32,24,250,242
" ENSG00000273492","ENSG00000273492","  ;",2,4,79,77
" ENSG00000187764","ENSG00000187764","  SEMA4D;SEMA4D",208,166,1326,1305
" ENSG00000106018","ENSG00000106018","  VIPR2;VIPR2",0,0,61,55
" ENSG00000164309","ENSG00000164309","  CMYA5;CMYA5",225,217,25,23
" ENSG00000238097","ENSG00000238097","  LINC02037;",0,0,57,59
" ENSG00000260958","ENSG00000260958","  ;",0,0,57,59
" ENSG00000172346","ENSG00000172346","  CSDC2;CSDC2",813,799,110,110
" ENSG00000003987","ENSG00000003987","  MTMR7;MTMR7",25,32,250,249
" ENSG00000142621","ENSG00000142621","  FHAD1;FHAD1",4,6,92,91
" ENSG00000144642","ENSG00000144642","  RBMS3;RBMS3",337,408,2577,2557
" ENSG00000143630","ENSG00000143630","  HCN3;HCN3",174,141,1119,1115
" ENSG00000233593","ENSG00000233593","  LINC02609;",1,6,82,75
" ENSG00000011260","ENSG00000011260","  UTP18;UTP18",405,499,3097,3095
" ENSG00000171262","ENSG00000171262","  FAM98B;FAM98B",363,441,2762,2751
" ENSG00000137843","ENSG00000137843","  PAK6;PAK6",1,1,65,64
" ENSG00000267565","ENSG00000267565","  ;",3,0,69,64
" ENSG00000267100","ENSG00000267100","  ILF3-DT;",140,120,950,914
" ENSG00000214357","ENSG00000214357","  NEURL1B;NEURL1B",151,145,1060,1056
" ENSG00000188643","ENSG00000188643","  S100A16;S100A16",3079,3207,458,455
" ENSG00000175548","ENSG00000175548","  ALG10B;ALG10B",117,78,687,697
" ENSG00000255723","ENSG00000255723","  ;",2,5,81,79
" ENSG00000180592","ENSG00000180592","  SKIDA1;SKIDA1",27,30,253,246
" ENSG00000130592","ENSG00000130592","  LSP1;LSP1",0,0,59,56
" ENSG00000159184","ENSG00000159184","  HOXB13;HOXB13",56,59,0,0
" ENSG00000157778","ENSG00000157778","  PSMG3;PSMG3",216,192,1426,1432
" ENSG00000157778","ENSG00000157778","  PSMG3;MGC10911",216,192,1426,1432
" ENSG00000272994","ENSG00000272994","  ;",26,37,268,261
" ENSG00000261188","ENSG00000261188","  ;",23,17,189,191
" ENSG00000164117","ENSG00000164117","  FBXO8;FBXO8",352,342,2391,2397
" ENSG00000164733","ENSG00000164733","  CTSB;CTSB",34514,34807,5160,5121
" ENSG00000112419","ENSG00000112419","  PHACTR2;PHACTR2",951,927,131,131
" ENSG00000106701","ENSG00000106701","  FSD1L;FSD1L",113,114,820,822
" ENSG00000136485","ENSG00000136485","  DCAF7;DCAF7",2833,2847,19223,19083
" ENSG00000100307","ENSG00000100307","  CBX7;CBX7",462,418,59,55
" ENSG00000119927","ENSG00000119927","  GPAM;GPAM",284,271,1930,1913
" ENSG00000259429","ENSG00000259429","  UBE2Q2P2;",65,37,368,387
" ENSG00000149633","ENSG00000149633","  KIAA1755;KIAA1755",951,977,136,134
" ENSG00000169989","ENSG00000169989","  TIGD4;TIGD4",7,5,98,96
" ENSG00000132109","ENSG00000132109","  TRIM21;TRIM21",567,641,81,82
" ENSG00000161011","ENSG00000161011","  SQSTM1;SQSTM1",14268,13435,2061,2050
" ENSG00000006327","ENSG00000006327","  TNFRSF12A;TNFRSF12A",3708,4062,575,566
" ENSG00000124140","ENSG00000124140","  SLC12A5;SLC12A5",2,2,72,69
" ENSG00000268870","ENSG00000268870","  ;",11,8,121,119
" ENSG00000086696","ENSG00000086696","  HSD17B2;HSD17B2",69,45,0,0
" ENSG00000204392","ENSG00000204392","  LSM2;LSM2",198,179,1328,1308
" ENSG00000112893","ENSG00000112893","  MAN2A1;MAN2A1",3972,4515,621,629
" ENSG00000257167","ENSG00000257167","  TMPO-AS1;",20,24,201,206
" ENSG00000149257","ENSG00000149257","  SERPINH1;SERPINH1",21439,22246,3270,3243
" ENSG00000267260","ENSG00000267260","  ;",1,0,57,63
" ENSG00000166840","ENSG00000166840","  GLYATL1;GATF-C",0,1,60,60
" ENSG00000166840","ENSG00000166840","  GLYATL1;GLYATL1",0,1,60,60
" ENSG00000174804","ENSG00000174804","  FZD4;FZD4",135,139,12,12
" ENSG00000112293","ENSG00000112293","  GPLD1;GPLD1",25,48,282,280
" ENSG00000113300","ENSG00000113300","  CNOT6;CNOT6",532,641,3960,3920
" ENSG00000176728","ENSG00000176728","  TTTY14;",88,79,4,4
" ENSG00000149256","ENSG00000149256","  TENM4;TENM4",794,876,5643,5596
" ENSG00000121057","ENSG00000121057","  AKAP1;AKAP1",612,631,4229,4182
" ENSG00000217702","ENSG00000217702","  ;",19,16,173,173
" ENSG00000175182","ENSG00000175182","  FAM131A;FAM131A",211,225,1505,1513
" ENSG00000149503","ENSG00000149503","  INCENP;INCENP",609,534,3862,3839
" ENSG00000168264","ENSG00000168264","  IRF2BP2;IRF2BP2",506,432,3159,3169
" ENSG00000002586","ENSG00000002586","  CD99;CD99",13087,12424,1914,1897
" ENSG00000197415","ENSG00000197415","  VEPH1;VEPH1",269,284,33,33
" ENSG00000056050","ENSG00000056050","  HPF1;HPF1",196,218,1436,1428
" ENSG00000238197","ENSG00000238197","  PAXBP1-AS1;",20,10,147,152
" ENSG00000055163","ENSG00000055163","  CYFIP2;CYFIP2",323,270,2031,1997
" ENSG00000205571","ENSG00000205571","  SMN2;SMN1",57,55,418,440
" ENSG00000205571","ENSG00000205571","  SMN2;SMN2",57,55,418,440
" ENSG00000169220","ENSG00000169220","  RGS14;RGS14",50,61,422,423
" ENSG00000046889","ENSG00000046889","  PREX2;PREX2",58,55,0,0
" ENSG00000146842","ENSG00000146842","  TMEM209;TMEM209",109,108,779,777
" ENSG00000153936","ENSG00000153936","  HS2ST1;HS2ST1",26,25,229,223
" ENSG00000134198","ENSG00000134198","  TSPAN2;TSPAN2",21,24,209,202
" ENSG00000122644","ENSG00000122644","  ARL4A;ARL4A",87,87,640,629
" ENSG00000161800","ENSG00000161800","  RACGAP1;RACGAP1",551,590,3847,3837
" ENSG00000151503","ENSG00000151503","  NCAPD3;NCAPD3",704,616,4437,4398
" ENSG00000180035","ENSG00000180035","  ZNF48;ZNF48",219,255,1631,1610
" ENSG00000162385","ENSG00000162385","  MAGOH;MAGOH",265,224,1676,1659
" ENSG00000064666","ENSG00000064666","  CNN2;CNN2",9567,9056,1399,1391
" ENSG00000164749","ENSG00000164749","  HNF4G;NR2A2",0,1,60,59
" ENSG00000164749","ENSG00000164749","  HNF4G;HNF4G",0,1,60,59
" ENSG00000081181","ENSG00000081181","  ARG2;ARG2",44,31,300,298
" ENSG00000266865","ENSG00000266865","  ;",98,74,4,5
" ENSG00000120885","ENSG00000120885","  CLU;CLU",4685,4796,707,706
" ENSG00000147274","ENSG00000147274","  RBMX;RBMX",2716,2690,17996,17945
" ENSG00000141499","ENSG00000141499","  WRAP53;WRAP53",131,127,917,905
" ENSG00000133739","ENSG00000133739","  LRRCC1;LRRCC1",89,99,676,679
" ENSG00000167842","ENSG00000167842","  MIS12;MIS12",195,172,1269,1265
" ENSG00000040275","ENSG00000040275","  SPDL1;SPDL1",357,354,2423,2394
" ENSG00000085117","ENSG00000085117","  CD82;CD82",687,721,98,98
" ENSG00000278175","ENSG00000278175","  GLIDR;",18,21,177,192
" ENSG00000089820","ENSG00000089820","  ARHGAP4;ARHGAP4",81,41,420,421
" ENSG00000099337","ENSG00000099337","  KCNK6;KCNK6",413,459,57,58
" ENSG00000181218","ENSG00000181218","  H2AW;HIST3H2A",97,101,713,707
" ENSG00000132646","ENSG00000132646","  PCNA;PCNA",1213,1474,8857,8837
" ENSG00000151849","ENSG00000151849","  CENPJ;CENPJ",338,384,2443,2420
" ENSG00000255121","ENSG00000255121","  CCDC84-DT;",16,19,166,176
" ENSG00000118412","ENSG00000118412","  CASP8AP2;CASP8AP2",263,382,2118,2107
" ENSG00000122679","ENSG00000122679","  RAMP3;RAMP3",0,0,55,57
" ENSG00000164818","ENSG00000164818","  DNAAF5;DNAAF5",832,884,5743,5682
" ENSG00000113319","ENSG00000113319","  RASGRF2;RASGRF2",605,580,78,85
" ENSG00000112319","ENSG00000112319","  EYA4;EYA4",10,11,125,125
" ENSG00000103034","ENSG00000103034","  NDRG4;NDRG4",334,341,2285,2272
" ENSG00000238207","ENSG00000238207","  ;",72,66,2,2
" ENSG00000133740","ENSG00000133740","  E2F5;E2F5",65,88,543,554
" ENSG00000130751","ENSG00000130751","  NPAS1;NPAS1",199,254,26,26
" ENSG00000182533","ENSG00000182533","  CAV3;CAV3",194,146,19,16
" ENSG00000167088","ENSG00000167088","  SNRPD1;SNRPD1",652,608,4204,4173
" ENSG00000203808","ENSG00000203808","  BVES-AS1;",5,12,106,108
" ENSG00000064933","ENSG00000064933","  PMS1;PMS1",234,278,1733,1716
" ENSG00000205002","ENSG00000205002","  AARD;AARD",50,73,0,2
" ENSG00000203943","ENSG00000203943","  SAMD13;SAMD13",1,9,80,82
" ENSG00000173762","ENSG00000173762","  CD7;CD7",50,61,0,0
" ENSG00000254840","ENSG00000254840","  ;",0,0,60,51
" ENSG00000130829","ENSG00000130829","  DUSP9;DUSP9",0,0,53,58
" ENSG00000170608","ENSG00000170608","  FOXA3;FOXA3",0,0,56,55
" ENSG00000241956","ENSG00000241956","  ;",0,0,55,56
" ENSG00000287394","ENSG00000287394","  ;",0,0,55,56
" ENSG00000196591","ENSG00000196591","  HDAC2;HDAC2",1391,1612,9841,9806
" ENSG00000114853","ENSG00000114853","  ZBTB47;ZBTB47",2474,2432,377,358
" ENSG00000213199","ENSG00000213199","  ASIC3;ACCN3",50,38,338,338
" ENSG00000213199","ENSG00000213199","  ASIC3;ASIC3",50,38,338,338
" ENSG00000166788","ENSG00000166788","  SAAL1;SAAL1",183,209,1329,1329
" ENSG00000166788","ENSG00000166788","  SAAL1;SPACIA1",183,209,1329,1329
" ENSG00000125743","ENSG00000125743","  SNRPD2;SNRPD2",1126,1083,7283,7231
" ENSG00000233080","ENSG00000233080","  LINC01399;",0,4,65,67
" ENSG00000151789","ENSG00000151789","  ZNF385D;ZNF385D",42,56,370,368
" ENSG00000260708","ENSG00000260708","  ;",9,10,118,116
" ENSG00000120647","ENSG00000120647","  CCDC77;CCDC77",154,175,1125,1121
" ENSG00000165732","ENSG00000165732","  DDX21;DDX21",2065,2615,15122,15018
" ENSG00000282556","ENSG00000282556","  ;",60,50,0,0
" ENSG00000198468","ENSG00000198468","  FLVCR1-DT;",34,23,237,233
" ENSG00000258732","ENSG00000258732","  ;",0,0,57,53
" ENSG00000286642","ENSG00000286642","  ;",0,0,56,54
" ENSG00000086062","ENSG00000086062","  B4GALT1;B4GALT1",4613,4859,721,720
" ENSG00000155011","ENSG00000155011","  DKK2;DKK2",22,10,146,153
" ENSG00000112139","ENSG00000112139","  MDGA1;MDGA1",712,806,106,111
" ENSG00000138668","ENSG00000138668","  HNRNPD;HNRPD",3055,3314,20756,20597
" ENSG00000138668","ENSG00000138668","  HNRNPD;HNRNPD",3055,3314,20756,20597
" ENSG00000162814","ENSG00000162814","  SPATA17;SPATA17",8,20,136,135
" ENSG00000128578","ENSG00000128578","  STRIP2;STRIP2",54,45,374,373
" ENSG00000213551","ENSG00000213551","  DNAJC9;DNAJC9",196,182,1248,1309
" ENSG00000102878","ENSG00000102878","  HSF4;HSF4",109,98,732,716
" ENSG00000189046","ENSG00000189046","  ALKBH2;ALKBH2",179,138,1068,1061
" ENSG00000050628","ENSG00000050628","  PTGER3;PTGER3",6,6,94,93
" ENSG00000261543","ENSG00000261543","  ;",33,30,261,255
" ENSG00000196843","ENSG00000196843","  ARID5A;ARID5A",1560,1237,208,208
" ENSG00000119878","ENSG00000119878","  CRIPT;CRIPT",195,183,1280,1269
" ENSG00000163539","ENSG00000163539","  CLASP2;CLASP2",814,805,5288,5279
" ENSG00000148948","ENSG00000148948","  LRRC4C;LRRC4C",2,3,69,72
" ENSG00000211956","ENSG00000211956","  IGHV4-34;IGHV4-34",0,0,58,51
" ENSG00000163499","ENSG00000163499","  CRYBA2;CRYBA2",0,0,52,57
" ENSG00000169427","ENSG00000169427","  KCNK9;KCNK9",0,0,56,53
" ENSG00000256566","ENSG00000256566","  ;",22,28,213,215
" ENSG00000123609","ENSG00000123609","  NMI;NMI",275,272,33,35
" ENSG00000205208","ENSG00000205208","  C4orf46;C4orf46",289,307,1973,1974
" ENSG00000264860","ENSG00000264860","  ;",1,0,58,57
" ENSG00000179820","ENSG00000179820","  MYADM;MYADM",4795,5191,772,761
" ENSG00000124613","ENSG00000124613","  ZNF391;ZNF391",32,46,301,297
" ENSG00000029993","ENSG00000029993","  HMGB3;HMGB3",782,757,5012,5002
" ENSG00000196391","ENSG00000196391","  ZNF774;ZNF774",49,44,354,352
" ENSG00000263843","ENSG00000263843","  ;",7,9,106,105
" ENSG00000111348","ENSG00000111348","  ARHGDIB;ARHGDIB",68,70,502,494
" ENSG00000198948","ENSG00000198948","  MFAP3L;MFAP3L",5,0,69,65
" ENSG00000278932","ENSG00000278932","  ;",17,21,175,176
" ENSG00000169184","ENSG00000169184","  MN1;MN1",486,503,68,69
" ENSG00000259992","ENSG00000259992","  ;",32,47,298,303
" ENSG00000260260","ENSG00000260260","  SNHG19;",47,35,312,314
" ENSG00000197892","ENSG00000197892","  KIF13B;KIF13B",120,173,966,965
" ENSG00000168615","ENSG00000168615","  ADAM9;ADAM9",12321,12016,1891,1880
" ENSG00000137831","ENSG00000137831","  UACA;UACA",6386,7114,1038,1047
" ENSG00000051620","ENSG00000051620","  HEBP2;HEBP2",1404,1344,206,205
" ENSG00000135838","ENSG00000135838","  NPL;NPL",42,58,371,365
" ENSG00000170801","ENSG00000170801","  HTRA3;HTRA3",83,115,7,7
" ENSG00000120727","ENSG00000120727","  PAIP2;PAIP2",198,236,1455,1417
" ENSG00000196449","ENSG00000196449","  YRDC;YRDC",290,254,1793,1790
" ENSG00000151131","ENSG00000151131","  C12orf45;C12orf45",120,120,817,830
" ENSG00000102384","ENSG00000102384","  CENPI;CENPI",159,186,1160,1146
" ENSG00000102384","ENSG00000102384","  CENPI;FSHPRH1",159,186,1160,1146
" ENSG00000170315","ENSG00000170315","  UBB;UBB",1159,1255,7793,7761
" ENSG00000143793","ENSG00000143793","  C1orf35;MMTAG2",234,219,1504,1502
" ENSG00000264701","ENSG00000264701","  ;",2,1,65,62
" ENSG00000075131","ENSG00000075131","  TIPIN;TIPIN",75,108,624,620
" ENSG00000162004","ENSG00000162004","  CCDC78;CCDC78",77,77,548,546
" ENSG00000143815","ENSG00000143815","  LBR;LBR",941,787,5549,5530
" ENSG00000165424","ENSG00000165424","  ZCCHC24;C10orf56",697,888,113,118
" ENSG00000165424","ENSG00000165424","  ZCCHC24;ZCCHC24",697,888,113,118
" ENSG00000078399","ENSG00000078399","  HOXA9;HOXA9",52,56,0,0
" ENSG00000232825","ENSG00000232825","  ;",0,0,55,53
" ENSG00000228873","ENSG00000228873","  ;",0,1,52,62
" ENSG00000014257","ENSG00000014257","  ACP3;ACPP",216,199,24,24
" ENSG00000014257","ENSG00000014257","  ACP3;ACP3",216,199,24,24
" ENSG00000135631","ENSG00000135631","  RAB11FIP5;RAB11FIP5",2229,2091,333,326
" ENSG00000070882","ENSG00000070882","  OSBPL3;OSBPL3",4630,4597,718,709
" ENSG00000133265","ENSG00000133265","  HSPBP1;HSPBP1",513,487,3254,3237
" ENSG00000198055","ENSG00000198055","  GRK6;GRK6",310,300,2010,1993
" ENSG00000136243","ENSG00000136243","  NUP42;NUP42",272,233,1655,1656
" ENSG00000283064","ENSG00000283064","  ;",11,11,128,120
" ENSG00000286231","ENSG00000286231","  ;",1,3,66,66
" ENSG00000154556","ENSG00000154556","  SORBS2;SORBS2",33,35,272,269
" ENSG00000064601","ENSG00000064601","  CTSA;CTSA",6227,6832,1016,1015
" ENSG00000175792","ENSG00000175792","  RUVBL1;RUVBL1",870,851,5542,5533
" ENSG00000198794","ENSG00000198794","  SCAMP5;SCAMP5",527,491,3311,3274
" ENSG00000118496","ENSG00000118496","  FBXO30;FBXO30",37,61,357,342
" ENSG00000166924","ENSG00000166924","  NYAP1;NYAP1",115,116,792,786
" ENSG00000070501","ENSG00000070501","  POLB;POLB",138,190,1076,1067
" ENSG00000247240","ENSG00000247240","  UBL7-AS1;",19,19,175,174
" ENSG00000005448","ENSG00000005448","  WDR54;WDR54",215,225,1459,1446
" ENSG00000141425","ENSG00000141425","  RPRD1A;P15RS",1021,1019,6541,6535
" ENSG00000141425","ENSG00000141425","  RPRD1A;RPRD1A",1021,1019,6541,6535
" ENSG00000214654","ENSG00000214654","  B3GNT10;B3GNT10",31,17,197,196
" ENSG00000245694","ENSG00000245694","  CRNDE;",240,274,1682,1677
" ENSG00000091844","ENSG00000091844","  RGS17;RGS17",96,94,659,655
" ENSG00000287038","ENSG00000287038","  ;",0,0,56,51
" ENSG00000204860","ENSG00000204860","  FAM201A;",0,0,54,53
" ENSG00000212864","ENSG00000212864","  RNF208;RNF208",64,62,471,435
" ENSG00000230795","ENSG00000230795","  HLA-K;",53,79,2,2
" ENSG00000162654","ENSG00000162654","  GBP4;GBP4",26,30,232,228
" ENSG00000115241","ENSG00000115241","  PPM1G;PPM1G",2217,2154,13884,13843
" ENSG00000138660","ENSG00000138660","  AP1AR;AP1AR",262,337,1913,1919
" ENSG00000138660","ENSG00000138660","  AP1AR;C4orf16",262,337,1913,1919
" ENSG00000226053","ENSG00000226053","  LINC01776;",1,2,62,63
" ENSG00000172985","ENSG00000172985","  SH3RF3;SH3RF3",1443,1474,222,223
" ENSG00000162437","ENSG00000162437","  RAVER2;RAVER2",333,357,2237,2222
" ENSG00000168502","ENSG00000168502","  MTCL1;MTCL1",7663,7364,1188,1179
" ENSG00000265241","ENSG00000265241","  RBM8A;RBM8",420,392,2635,2583
" ENSG00000265241","ENSG00000265241","  RBM8A;RBM8A",420,392,2635,2583
" ENSG00000135678","ENSG00000135678","  CPM;CPM",294,284,36,39
" ENSG00000010219","ENSG00000010219","  DYRK4;DYRK4",0,1,57,55
" ENSG00000231976","ENSG00000231976","  FAM238B;",0,0,52,54
" ENSG00000242516","ENSG00000242516","  LINC00960;",151,147,13,18
" ENSG00000241634","ENSG00000241634","  ;",8,11,110,114
" ENSG00000197653","ENSG00000197653","  DNAH10;DNAH10",9,3,88,86
" ENSG00000143127","ENSG00000143127","  ITGA10;ITGA10",162,107,13,13
" ENSG00000105755","ENSG00000105755","  ETHE1;ETHE1",999,1032,156,150
" ENSG00000112081","ENSG00000112081","  SRSF3;SRSF3",2577,2779,16914,16851
" ENSG00000112081","ENSG00000112081","  SRSF3;SFRS3",2577,2779,16914,16851
" ENSG00000188312","ENSG00000188312","  CENPP;CENPP",24,25,216,198
" ENSG00000275713","ENSG00000275713","  H2BC9;HIST1H2BH",8,15,122,121
" ENSG00000128951","ENSG00000128951","  DUT;DUT",784,730,4775,4837
" ENSG00000134871","ENSG00000134871","  COL4A2;COL4A2",31453,29429,4858,4814
" ENSG00000185774","ENSG00000185774","  KCNIP4;KCNIP4",5,4,82,80
" ENSG00000116586","ENSG00000116586","  LAMTOR2;LAMTOR2",337,315,2100,2091
" ENSG00000180537","ENSG00000180537","  RNF182;RNF182",117,119,793,792
" ENSG00000224411","ENSG00000224411","  HSP90AA2P;",4,2,72,70
" ENSG00000123737","ENSG00000123737","  EXOSC9;EXOSC9",271,267,1749,1727
" ENSG00000205111","ENSG00000205111","  CDKL4;CDKL4",4,11,95,95
" ENSG00000281392","ENSG00000281392","  ;",49,56,0,0
" ENSG00000243836","ENSG00000243836","  WDR86-AS1;",0,0,55,50
" ENSG00000160883","ENSG00000160883","  HK3;HK3",0,0,54,51
" ENSG00000167900","ENSG00000167900","  TK1;TK1",423,388,2587,2576
" ENSG00000249459","ENSG00000249459","  ZNF286B;",54,56,408,384
" ENSG00000008311","ENSG00000008311","  AASS;AASS",759,743,111,113
" ENSG00000179361","ENSG00000179361","  ARID3B;ARID3B",154,129,938,918
" ENSG00000106086","ENSG00000106086","  PLEKHA8;PLEKHA8",579,541,3547,3530
" ENSG00000196890","ENSG00000196890","  H2BU1;HIST3H2BB",5,6,88,85
" ENSG00000124571","ENSG00000124571","  XPO5;XPO5",165,171,1100,1097
" ENSG00000118418","ENSG00000118418","  HMGN3;HMGN3",314,339,2086,2078
" ENSG00000170293","ENSG00000170293","  CMTM8;CMTM8",0,4,62,63
" ENSG00000154079","ENSG00000154079","  SDHAF4;SDHAF4",57,58,412,407
