GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	A0A024QZB8	CLN3	located_in	GO:0044754	autolysosome	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q61124|ensembl:ENSMUSP00000081636	9606	Ensembl		C
UniProtKB	A0A024RDY3	LAMP1	located_in	GO:0061474	phagolysosome membrane	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P11438|ensembl:ENSMUSP00000033824	9606	Ensembl		C
UniProtKB	A0A024RDY3	LAMP1	located_in	GO:0044754	autolysosome	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P11438|ensembl:ENSMUSP00000033824	9606	Ensembl		C
UniProtKB	P02792	FTL	located_in	GO:0044754	autolysosome	ECO:0000314	IDA	PMID:25327288		9606	MGI		C
UniProtKB	P02794	FTH1	located_in	GO:0044754	autolysosome	ECO:0000314	IDA	PMID:25327288		9606	MGI		C
UniProtKB	P11279	LAMP1	located_in	GO:0061474	phagolysosome membrane	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P11438|ensembl:ENSMUSP00000033824	9606	Ensembl		C
UniProtKB	P11279	LAMP1	located_in	GO:0044754	autolysosome	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P11438|ensembl:ENSMUSP00000033824	9606	Ensembl		C
UniProtKB	P13473	LAMP2	located_in	GO:0044754	autolysosome	ECO:0000314	IDA	PMID:25327288		9606	MGI		C
UniProtKB	P14598	NCF1	located_in	GO:0032010	phagolysosome	ECO:0000304	TAS	Reactome:R-HSA-9626848		9606	Reactome		C
UniProtKB	P14598	NCF1	located_in	GO:0032010	phagolysosome	ECO:0000304	TAS	Reactome:R-HSA-9014424		9606	Reactome		C
UniProtKB	P14598	NCF1	located_in	GO:0032010	phagolysosome	ECO:0000304	TAS	Reactome:R-HSA-6789092		9606	Reactome		C
UniProtKB	P14598	NCF1	located_in	GO:0032010	phagolysosome	ECO:0000304	TAS	Reactome:R-HSA-5668629		9606	Reactome		C
UniProtKB	P14598	NCF1	located_in	GO:0032010	phagolysosome	ECO:0000304	TAS	Reactome:R-HSA-5668605		9606	Reactome		C
UniProtKB	P14598	NCF1	located_in	GO:0032010	phagolysosome	ECO:0000304	TAS	Reactome:R-HSA-1236967		9606	Reactome		C
UniProtKB	P19878	NCF2	located_in	GO:0032010	phagolysosome	ECO:0000304	TAS	Reactome:R-HSA-9626848		9606	Reactome		C
UniProtKB	P19878	NCF2	located_in	GO:0032010	phagolysosome	ECO:0000304	TAS	Reactome:R-HSA-9014424		9606	Reactome		C
UniProtKB	P19878	NCF2	located_in	GO:0032010	phagolysosome	ECO:0000304	TAS	Reactome:R-HSA-6789092		9606	Reactome		C
UniProtKB	P19878	NCF2	located_in	GO:0032010	phagolysosome	ECO:0000304	TAS	Reactome:R-HSA-5668629		9606	Reactome		C
UniProtKB	P19878	NCF2	located_in	GO:0032010	phagolysosome	ECO:0000304	TAS	Reactome:R-HSA-5668605		9606	Reactome		C
UniProtKB	P19878	NCF2	located_in	GO:0032010	phagolysosome	ECO:0000304	TAS	Reactome:R-HSA-1236967		9606	Reactome		C
UniProtKB	P24387	CRHBP	located_in	GO:0005767	secondary lysosome	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P24388	9606	UniProt		C
UniProtKB	P39877	PLA2G5	located_in	GO:0032010	phagolysosome	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P97391	9606	UniProt		C
UniProtKB	P78325	ADAM8	located_in	GO:0032010	phagolysosome	ECO:0000314	IDA	PMID:17548643		9606	BHF-UCL		C
UniProtKB	Q13286	CLN3	located_in	GO:0044754	autolysosome	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q61124	9606	UniProt		C
UniProtKB	Q13286	CLN3	located_in	GO:0044754	autolysosome	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q61124|ensembl:ENSMUSP00000081636	9606	Ensembl		C
UniProtKB	Q13501	SQSTM1	located_in	GO:0044754	autolysosome	ECO:0000314	IDA	PMID:19640926		9606	ParkinsonsUK-UCL		C
UniProtKB	Q13501	SQSTM1	located_in	GO:0044754	autolysosome	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q64337|ensembl:ENSMUSP00000099835	9606	Ensembl		C
UniProtKB	Q13772	NCOA4	located_in	GO:0044754	autolysosome	ECO:0000314	IDA	PMID:25327288		9606	MGI		C
UniProtKB	Q15080	NCF4	located_in	GO:0032010	phagolysosome	ECO:0000304	TAS	Reactome:R-HSA-9626848		9606	Reactome		C
UniProtKB	Q15080	NCF4	located_in	GO:0032010	phagolysosome	ECO:0000304	TAS	Reactome:R-HSA-9014424		9606	Reactome		C
UniProtKB	Q15080	NCF4	located_in	GO:0032010	phagolysosome	ECO:0000304	TAS	Reactome:R-HSA-6789092		9606	Reactome		C
UniProtKB	Q15080	NCF4	located_in	GO:0032010	phagolysosome	ECO:0000304	TAS	Reactome:R-HSA-5668629		9606	Reactome		C
UniProtKB	Q15080	NCF4	located_in	GO:0032010	phagolysosome	ECO:0000304	TAS	Reactome:R-HSA-5668605		9606	Reactome		C
UniProtKB	Q15080	NCF4	located_in	GO:0032010	phagolysosome	ECO:0000304	TAS	Reactome:R-HSA-1236967		9606	Reactome		C
UniProtKB	Q5S007	LRRK2	located_in	GO:0044754	autolysosome	ECO:0000314	IDA	PMID:19640926		9606	ParkinsonsUK-UCL		C
UniProtKB	Q8NEB9	PIK3C3	located_in	GO:0044754	autolysosome	ECO:0000314	IDA	PMID:25327288		9606	MGI		C
UniProtKB	Q9H492	MAP1LC3A	located_in	GO:0044754	autolysosome	ECO:0000314	IDA	PMID:25327288		9606	MGI		C
UniProtKB	Q9Y4G2	PLEKHM1	located_in	GO:0044754	autolysosome	ECO:0000314	IDA	PMID:28325809		9606	UniProt		C
